Keyword,Search Volume,Keyword Difficulty,Position,Traffic,topic,content_type,priority_score,competitor,archive
best chef knife america's test kitchen,50,21.0,16,0,knife_types,List Post,1.61,insight,0
otf knife legal states,50,21.0,11,0,knife_laws,Informational Post,1.61,noblie,0
meat kleaver,30,18.0,3,0,cooking,Informational Post,1.61,koi,0
knife descriptions,50,21.0,13,0,knife_types,Informational Post,1.61,noblie,0
good steak knife set,70,25.0,37,0,knife_types,Informational Post,1.6,insight,0
spyderco delica vs dragonfly,40,10.0,56,0,comparison,Comparison,1.6,shieldon,0
labeled knife,50,15.0,54,0,knife_types,Informational Post,1.6,koi,0
55 58 hrc hardness,40,15.0,13,0,other,Informational Post,1.6,zhangxiaoquan,0
what knife sets are the best,90,35.0,94,0,knife_types,List Post,1.6,insight,0
knives with grooves,40,15.0,15,0,other,Informational Post,1.6,insight,0
what is the best knife sharpener for pocket knives,30,5.0,78,0,knife_types,How-to Tutorial,1.6,insight,0
best knife steel types,40,10.0,21,0,steel_types,List Post,1.6,noblie,0
vanadium knives,40,15.0,12,0,other,Informational Post,1.6,zhangxiaoquan,0
wa handle knife,30,5.0,34,0,knife_types,Informational Post,1.6,koi,0
demo knife,40,10.0,40,0,knife_types,Informational Post,1.6,noblie,0
best knife steel types,40,10.0,87,0,steel_types,List Post,1.6,koi,0
electric hunting knife sharpener,40,10.0,79,0,knife_types,How-to Tutorial,1.6,shieldon,0
knives illegal in texas,50,15.0,42,0,knife_laws,Informational Post,1.6,shieldon,0
chef knife function,50,15.0,48,0,knife_types,Informational Post,1.6,insight,0
japanese knives names,40,10.0,22,0,other,Informational Post,1.6,koi,0
japanese knives names,40,10.0,30,0,other,Informational Post,1.6,noblie,0
best brand of cooking knives,110,45.0,46,0,cooking,List Post,1.6,insight,0
ferritic austenitic,50,15.0,87,0,other,Informational Post,1.6,koi,0
seax viking,30,5.0,21,0,historical,Informational Post,1.6,noblie,0
what side do knives go on,50,15.0,71,0,other,How-to Tutorial,1.6,koi,0
knife cut on hand,110,45.0,71,0,knife_types,Informational Post,1.6,koi,0
marca de cuchillos buenos,40,15.0,12,0,other,Informational Post,1.6,noblie,0
real damascus kitchen knife set,40,10.0,94,0,steel_types,Informational Post,1.6,noblie,0
steel comparison,40,10.0,27,0,steel_types,Informational Post,1.6,noblie,0
making a sword blacksmith,50,15.0,63,0,knife_types,Comparison,1.6,noblie,0
styles of cutting vegetables,50,15.0,28,0,cooking,Informational Post,1.6,koi,0
blacksmith forging a sword,70,25.0,80,0,knife_types,Comparison,1.6,noblie,0
cooking pleasures knives,30,5.0,38,0,cooking,Informational Post,1.6,koi,0
different types of knife sharpeners,40,10.0,67,0,knife_types,How-to Tutorial,1.6,insight,0
vg 10 steel knives,40,10.0,31,0,steel_types,Informational Post,1.6,zhangxiaoquan,0
why don t you put sharp knives in the dishwasher,40,10.0,57,0,other,How-to Tutorial,1.6,insight,0
food safe mineral oil for knives,70,25.0,62,0,comparison,Comparison,1.6,insight,0
prep knife vs chef knife,40,10.0,66,0,knife_types,Comparison,1.6,insight,0
vintage pocket knife collection,70,25.0,21,0,knife_types,Informational Post,1.6,noblie,0
german stainless steel knife,30,5.0,86,0,steel_types,Informational Post,1.6,noblie,0
best in drawer knife set,40,10.0,60,0,knife_types,List Post,1.6,insight,0
is cpm 154 good steel,40,10.0,52,0,steel_types,Informational Post,1.6,shieldon,0
what type of animal is kangaroo,140,60.0,49,0,other,Informational Post,1.6,koi,0
how engrave metal,50,15.0,26,0,other,Informational Post,1.6,noblie,0
kitchen shears used for,50,15.0,78,0,comparison,Comparison,1.6,insight,0
boning knife sharpening,40,10.0,75,0,knife_types,How-to Tutorial,1.6,koi,0
are butterfly knifes illegal,70,25.0,21,0,knife_laws,Informational Post,1.6,noblie,0
knife front opening,70,25.0,22,0,knife_types,Informational Post,1.6,noblie,0
are aikido knives made in japan,50,15.0,38,0,other,How-to Tutorial,1.6,noblie,0
custom damascus steel knives,70,43.0,10,1,steel_types,Informational Post,1.6,noblie,0
ingredients of steel,50,15.0,66,0,steel_types,Informational Post,1.6,zhangxiaoquan,0
popular japanese knives,70,25.0,84,0,other,Informational Post,1.6,zhangxiaoquan,0
best sharpening angle for pocket knife,40,10.0,24,0,knife_types,How-to Tutorial,1.6,noblie,0
straight edged knife,50,15.0,84,0,knife_types,Informational Post,1.6,koi,0
most popular spyderco knife,50,15.0,48,0,knife_types,Informational Post,1.6,shieldon,0
knives made of damascus steel,40,10.0,24,0,steel_types,Informational Post,1.6,noblie,0
6 vs 8 chef knife,30,5.0,35,0,knife_types,Comparison,1.6,insight,0
balisong legal states,50,15.0,39,0,knife_laws,Informational Post,1.6,shieldon,0
high carbon knives vs. stainless steel,40,10.0,80,0,steel_types,Comparison,1.6,zhangxiaoquan,0
serrated knife for meat,30,5.0,54,0,knife_types,Comparison,1.6,insight,0
santoku damascus knife,40,10.0,46,0,steel_types,Informational Post,1.6,xinzuo,0
best knife brands for chefs,90,35.0,40,0,knife_types,Comparison,1.6,insight,0
karambit origins,50,15.0,69,0,knife_types,Comparison,1.6,noblie,0
metal part between scissors,40,20.0,9,0,comparison,Comparison,1.6,insight,0
what angle do you sharpen a knife,40,10.0,71,0,knife_types,How-to Tutorial,1.6,insight,0
best japanese knifes,40,10.0,38,0,knife_types,List Post,1.6,insight,0
steel comparison chart,40,10.0,82,0,steel_types,Informational Post,1.6,shieldon,0
kukri machette,50,15.0,26,0,other,Informational Post,1.6,noblie,0
how to hold a kitchen knife,90,35.0,47,0,knife_types,How-to Tutorial,1.6,insight,0
swithblade,90,35.0,51,0,knife_types,Informational Post,1.6,noblie,0
boning knife purpose,40,10.0,43,0,knife_types,Informational Post,1.6,noblie,0
new york state laws on knives,40,15.0,15,0,knife_laws,Comparison,1.6,noblie,0
ceramic kitchen knives pros and cons,50,15.0,44,0,cooking,Informational Post,1.6,insight,0
best parachute cord,40,10.0,24,0,comparison,Comparison,1.6,noblie,0
best damascus kitchen knives,50,15.0,23,0,steel_types,List Post,1.6,noblie,0
are ballistic knives real,40,10.0,38,0,other,List Post,1.6,shieldon,0
japanese knife steels,30,5.0,25,0,steel_types,Informational Post,1.6,koi,0
cpm knife steel,40,10.0,29,0,steel_types,Informational Post,1.6,noblie,0
vintage pocket knife collection,70,25.0,36,0,knife_types,Informational Post,1.6,koi,0
what is the utility knife used for,40,10.0,51,0,knife_types,Comparison,1.6,insight,0
carry knife in california,50,15.0,53,0,knife_laws,Comparison,1.6,shieldon,0
best custom chef knife makers,50,15.0,28,0,knife_types,How-to Tutorial,1.6,noblie,0
evolution chef,40,10.0,90,0,cooking,Informational Post,1.6,koi,0
info on platypus,140,60.0,81,0,other,Informational Post,1.6,koi,0
brisket slicing guide,40,10.0,84,0,other,Ultimate Guide,1.6,koi,0
best knives brand,90,35.0,73,0,other,List Post,1.6,noblie,0
how to hold a chefs knife,70,25.0,44,0,knife_types,How-to Tutorial,1.6,insight,0
cuchillos de chef profesional marcas,50,15.0,43,0,cooking,Informational Post,1.6,insight,0
what are the best knife brands,90,35.0,53,0,knife_types,List Post,1.6,noblie,0
sharpen steak knives,40,10.0,24,0,maintenance,How-to Tutorial,1.6,insight,0
ancient aztec weapons,90,35.0,40,0,historical,Informational Post,1.6,noblie,0
best handmade damascus steel knife,40,10.0,32,0,steel_types,List Post,1.6,noblie,0
cerrated,110,45.0,46,0,other,Informational Post,1.6,noblie,0
what is the best swiss army knife,50,15.0,37,0,knife_types,List Post,1.6,noblie,0
folding knife lanyard paracord,40,20.0,4,0,knife_types,Comparison,1.6,noblie,0
boning knife for turkey,40,10.0,23,0,knife_types,Comparison,1.6,insight,0
best stainless steel steak knives,50,15.0,23,0,steel_types,List Post,1.6,insight,0
cleaver vs butcher knife,40,10.0,23,0,knife_types,Comparison,1.6,insight,0
is new hampshire an open carry state,70,25.0,44,0,knife_laws,News/Update,1.6,noblie,0
spring loaded knife illegal,70,25.0,58,0,knife_laws,Informational Post,1.6,noblie,0
cleaver vs butcher knife,40,10.0,49,0,knife_types,Comparison,1.6,koi,0
auto knives legal states,40,15.0,17,0,knife_laws,Informational Post,1.6,noblie,0
how to throw throwing knives no spin,70,25.0,29,0,other,How-to Tutorial,1.6,noblie,0
how to sharpen a serrated steak knife,50,15.0,29,0,knife_types,How-to Tutorial,1.6,noblie,0
circular knife sharpener,70,25.0,67,0,knife_types,How-to Tutorial,1.6,insight,0
best kitchen knife makers,70,25.0,37,0,knife_types,How-to Tutorial,1.6,insight,0
what is the best knife sharpener for pocket knives,30,5.0,66,0,knife_types,How-to Tutorial,1.6,shieldon,0
screw lock back,40,10.0,35,0,other,Informational Post,1.6,noblie,0
are pocket knives allowed in checked bags,40,10.0,45,0,outdoor,Informational Post,1.6,insight,0
cuisinart vs kitchenaid cookware,40,10.0,37,0,comparison,Comparison,1.6,insight,0
best knives for the money,90,35.0,63,0,comparison,Comparison,1.6,insight,0
how to throw a throwing knife without spin,70,25.0,55,0,knife_types,How-to Tutorial,1.6,noblie,0
what is a neck knife,50,15.0,40,0,knife_types,Informational Post,1.6,shieldon,0
authentic viking knife,40,10.0,91,0,knife_types,Informational Post,1.6,noblie,0
watered steel,90,35.0,61,0,steel_types,Informational Post,1.6,noblie,0
speckle knife,40,10.0,61,0,knife_types,Informational Post,1.6,noblie,0
utility knife uses kitchen,50,15.0,90,0,knife_types,Informational Post,1.6,insight,0
kutleri,70,25.0,24,0,other,Informational Post,1.6,shieldon,0
how to sharpen victorinox knife,50,15.0,21,0,knife_types,How-to Tutorial,1.6,insight,0
texas illegal knife,40,15.0,14,0,knife_laws,Informational Post,1.6,noblie,0
best electric knifes,70,25.0,33,0,knife_types,List Post,1.6,insight,0
how often should a cook hone their knife,40,10.0,24,0,knife_types,Informational Post,1.6,insight,0
storage of knives for kitchen,40,10.0,33,0,comparison,Comparison,1.6,insight,0
cuchillos de chef profesional marcas,50,15.0,69,0,cooking,Informational Post,1.6,noblie,0
vegetable cleavers,50,15.0,55,0,knife_types,Informational Post,1.6,koi,0
corella food,40,10.0,77,0,comparison,Comparison,1.6,koi,0
corellas bird,70,25.0,21,0,comparison,Comparison,1.6,koi,0
chef knife japanese gyuto,50,15.0,22,0,knife_types,Informational Post,1.6,koi,0
knife to cut vegetables,50,15.0,21,0,knife_types,Informational Post,1.6,koi,0
high carbon knives vs. stainless steel,40,10.0,43,0,steel_types,Comparison,1.6,noblie,0
wedding knives,30,5.0,46,0,other,Informational Post,1.6,koi,0
open carry laws in massachusetts,90,35.0,75,0,knife_laws,Informational Post,1.6,noblie,0
highest hardness steel,40,10.0,26,0,steel_types,Informational Post,1.6,koi,0
what is platypus habitat,110,45.0,90,0,other,Informational Post,1.6,koi,0
carry knife in california,50,15.0,43,0,knife_laws,Comparison,1.6,noblie,0
paracord metal beads,40,20.0,7,0,comparison,Comparison,1.6,noblie,0
what is steel made of elements,70,25.0,53,0,steel_types,Informational Post,1.6,zhangxiaoquan,0
nakiri bōchō,40,10.0,59,0,other,Informational Post,1.6,koi,0
carry concealed knife,50,15.0,57,0,knife_laws,Informational Post,1.6,noblie,0
swiss knives brands,50,15.0,34,0,other,Informational Post,1.6,noblie,0
t.m. hunt knives,40,10.0,76,0,other,Informational Post,1.6,noblie,0
italian knifes,40,10.0,63,0,knife_types,Informational Post,1.6,insight,0
global knife set review,30,5.0,44,0,knife_types,Review,1.6,insight,0
what angle for kitchen knives,40,10.0,67,0,comparison,Comparison,1.6,insight,0
list of all swords,40,28.0,3,1,knife_types,Comparison,1.59,noblie,0
rare knife,50,28.0,4,1,knife_types,Informational Post,1.59,noblie,0
automatic knife legality,50,28.0,6,1,knife_laws,Informational Post,1.59,noblie,0
gavity knife,40,28.0,3,0,knife_types,Informational Post,1.58,noblie,0
knives.,90,78.0,1,3,other,Informational Post,1.58,koi,0
best rated chef knives,70,43.0,5,0,cooking,List Post,1.58,insight,0
wooden kitchen knife,30,9.0,18,0,knife_types,Informational Post,1.58,noblie,0
switch blade laws,40,29.0,2,3,knife_laws,Informational Post,1.58,noblie,0
definition of chefs knife,50,38.0,1,1,knife_types,Informational Post,1.58,koi,0
what is hardness a measure of,40,28.0,2,0,other,Informational Post,1.58,koi,0
tying a paracord lanyard,40,28.0,3,0,comparison,Comparison,1.58,noblie,0
navajaa,40,28.0,1,0,other,Informational Post,1.58,koi,0
gordon ramsay knife set hell's kitchen,30,19.0,2,2,knife_types,How-to Tutorial,1.58,insight,0
rockwell hardness units,40,29.0,1,3,other,Informational Post,1.58,noblie,0
knives custom,110,46.0,44,0,other,Informational Post,1.57,noblie,0
nice knife brands,90,36.0,78,0,knife_types,Informational Post,1.57,noblie,0
best all around knife kitchen,110,46.0,53,0,knife_types,List Post,1.57,insight,0
what are the best brands of kitchen knives,90,36.0,57,0,cooking,List Post,1.57,insight,0
how much does swords cost,90,36.0,24,0,knife_types,How-to Tutorial,1.57,shieldon,0
good knife block set,90,36.0,53,0,knife_types,Informational Post,1.57,insight,0
pelican habitat facts,110,46.0,52,0,other,Informational Post,1.57,koi,0
australian animals wombat,110,46.0,58,0,other,Informational Post,1.57,koi,0
best chef knife kit,90,36.0,47,0,knife_types,List Post,1.57,insight,0
knife blade length laws by state,90,36.0,76,0,knife_laws,Informational Post,1.57,shieldon,0
kumo knife,30,13.0,4,0,knife_types,Informational Post,1.57,zhangxiaoquan,0
knife legal,90,36.0,44,0,knife_laws,Informational Post,1.57,shieldon,0
platypus native to,140,62.0,58,0,other,Informational Post,1.56,koi,0
how to use a folding knife,70,26.0,65,0,knife_types,How-to Tutorial,1.56,koi,0
different knife uses,70,26.0,30,0,knife_types,Informational Post,1.56,noblie,0
california pocket knife rules,50,22.0,19,0,knife_laws,Comparison,1.56,shieldon,0
knives professional,70,26.0,94,0,other,Informational Post,1.56,insight,0
wood duck interesting facts,70,26.0,43,0,other,Informational Post,1.56,koi,0
custom knife online,70,44.0,10,0,knife_types,Informational Post,1.56,noblie,0
best value kitchen knives,70,26.0,49,0,cooking,List Post,1.56,insight,0
legal knife california,50,22.0,20,0,knife_laws,Comparison,1.56,shieldon,0
make a knife sheath,70,26.0,48,0,knife_types,How-to Tutorial,1.56,noblie,0
bread knife sharpening,70,26.0,51,0,knife_types,How-to Tutorial,1.56,insight,0
different knife uses,70,26.0,83,0,knife_types,Informational Post,1.56,insight,0
california illegal knives,70,26.0,33,0,knife_laws,Comparison,1.56,shieldon,0
how to use a folding knife,70,26.0,54,0,knife_types,How-to Tutorial,1.56,shieldon,0
australia wedge tail eagle,70,26.0,50,0,other,Informational Post,1.56,koi,0
australian gulls,70,26.0,33,0,other,Informational Post,1.56,koi,0
switchblade button,70,26.0,92,0,knife_types,Informational Post,1.56,noblie,0
california legal balisong,70,26.0,45,0,knife_laws,Comparison,1.56,shieldon,0
how to throw knives without spin,70,26.0,22,0,other,How-to Tutorial,1.56,noblie,0
metal part on scissors,50,22.0,11,0,comparison,Comparison,1.56,insight,0
navajas de colección,40,21.0,4,0,other,Informational Post,1.55,noblie,0
list of sword,50,39.0,3,1,knife_types,Comparison,1.55,noblie,0
castaway carbon steel pan,30,19.0,2,0,steel_types,How-to Tutorial,1.55,koi,0
铁锅开锅,40,21.0,7,0,other,Informational Post,1.55,zhangxiaoquan,0
do self sharpening knife blocks work,40,21.0,5,0,knife_types,How-to Tutorial,1.55,insight,0
hrc 52 55,40,21.0,7,0,other,Informational Post,1.55,koi,0
hardness of steels,30,19.0,2,0,steel_types,Informational Post,1.55,noblie,0
best methods for caring for kitchen knives,40,21.0,6,0,comparison,Comparison,1.55,koi,0
normal blade,40,21.0,9,0,knife_types,Comparison,1.55,noblie,0
salt bae knife,30,19.0,2,0,knife_types,Informational Post,1.55,noblie,0
metal macuahuitl,40,21.0,5,0,other,Informational Post,1.55,noblie,0
a dirk,40,21.0,9,0,other,Informational Post,1.55,noblie,0
engrave on metal,50,16.0,56,0,other,Informational Post,1.54,noblie,0
butterfly knife legal states,50,16.0,47,0,knife_laws,Informational Post,1.54,shieldon,0
korean rose knife,50,16.0,69,0,knife_types,Comparison,1.54,insight,0
take a knife to a gunfight,40,29.0,2,0,knife_types,Informational Post,1.54,koi,0
ktichen knife,50,29.0,4,0,knife_types,Informational Post,1.54,koi,0
best hunting knife set,50,16.0,89,0,knife_types,List Post,1.54,noblie,0
tac pens,50,16.0,73,0,other,Informational Post,1.54,shieldon,0
cucubara,110,47.0,46,0,other,Informational Post,1.54,koi,0
how is a dull knife more dangerous,50,16.0,34,0,knife_types,Comparison,1.54,insight,0
kgs steel bessemer,50,16.0,96,0,steel_types,Informational Post,1.54,koi,0
is it illegal to carry a knife in florida,50,16.0,26,0,knife_laws,Comparison,1.54,shieldon,0
review of global knives,50,16.0,63,0,other,Review,1.54,insight,0
cleaver name,50,16.0,48,0,knife_types,Informational Post,1.54,koi,0
japanese knife styles and uses,50,16.0,28,0,knife_types,Informational Post,1.54,koi,0
california knife law news,50,16.0,55,0,knife_laws,Comparison,1.54,shieldon,0
pocket knife lock types,50,16.0,67,0,knife_types,List Post,1.54,shieldon,0
korin japanese trading,40,16.0,19,0,comparison,Comparison,1.54,koi,0
double bevel vs single bevel knife,50,16.0,33,0,knife_types,How-to Tutorial,1.54,koi,0
opinel stainless vs carbon,50,16.0,31,0,comparison,Comparison,1.54,shieldon,0
d2 tool steel properties,50,16.0,40,0,steel_types,How-to Tutorial,1.54,koi,0
butterfly knife legal states,50,16.0,29,0,knife_laws,Informational Post,1.54,noblie,0
types of knife locks,50,16.0,55,0,knife_types,List Post,1.54,shieldon,0
mayan club weapon,40,29.0,1,0,other,Informational Post,1.54,noblie,0
premium edc knives,50,16.0,62,0,outdoor,Informational Post,1.54,shieldon,0
are assisted knives legal in california,50,16.0,43,0,knife_laws,Comparison,1.54,shieldon,0
